emp_no,title,salary
456064,Senior Staff,57454
456066,Engineer,45576
456071,Senior Staff,40000
456072,Senior Staff,86975
456073,Engineer,52631
456078,Engineer,54131
456079,Senior Staff,85966
456087,Senior Staff,54182
456089,Assistant Engineer,42693
456093,Engineer,40000
456100,Senior Staff,55274
456101,Engineer,40000
456104,Engineer,44617
456111,Senior Staff,47439
456113,Staff,61861
456114,Senior Staff,40000
456117,Engineer,63584
456124,Technique Leader,40807
456133,Senior Staff,77469
456144,Senior Staff,77219
456146,Staff,62646
456149,Engineer,40000
456153,Staff,61685
456154,Assistant Engineer,40000
456157,Senior Engineer,40000
456158,Engineer,40000
456159,Engineer,50802
456160,Senior Staff,48805
456161,Senior Staff,81171
456163,Technique Leader,46076
456169,Engineer,43729
456173,Senior Staff,40000
456174,Senior Staff,73149
456177,Staff,40000
456180,Staff,56198
456182,Engineer,50605
456183,Assistant Engineer,40000
456185,Senior Staff,71225
456187,Engineer,51562
456189,Engineer,53938
456191,Staff,50865
456193,Engineer,40000
456194,Staff,52455
456204,Senior Staff,66758
456205,Engineer,40585
456208,Senior Staff,40000
456211,Senior Engineer,40000
456212,Engineer,52820
456214,Staff,40000
456216,Engineer,81654
456224,Senior Staff,71568
456227,Engineer,40000
456231,Senior Staff,49855
456234,Senior Engineer,40000
456240,Engineer,46553
456241,Engineer,40237
456244,Senior Staff,40000
456245,Staff,79993
456250,Staff,64129
456257,Engineer,40000
456258,Engineer,46076
456264,Senior Staff,40000
456268,Engineer,40283
456269,Senior Staff,62974
456270,Engineer,52299
456272,Staff,59441
456274,Staff,62182
456281,Senior Staff,54576
456285,Engineer,40000
456286,Senior Staff,102543
456287,Staff,62086
456294,Senior Engineer,56394
456300,Senior Engineer,55488
456306,Senior Engineer,60918
456312,Engineer,40000
456317,Engineer,45153
456323,Staff,40000
456326,Senior Staff,50940
456330,Engineer,67586
456332,Engineer,52478
456339,Technique Leader,40000
456346,Staff,46007
456350,Engineer,40364
456354,Staff,65903
456355,Technique Leader,40000
456356,Senior Staff,73871
456361,Engineer,40000
456364,Engineer,41275
456367,Senior Staff,49395
456369,Senior Staff,40000
456370,Staff,63252
456371,Senior Staff,74834
456381,Senior Engineer,40000
456394,Senior Staff,67131
456402,Senior Staff,83080
456403,Staff,41106
456405,Engineer,40000
456410,Senior Staff,46586
456411,Senior Staff,61967
456414,Engineer,57624
456415,Engineer,48406
456416,Engineer,40000
456418,Senior Staff,54432
456419,Senior Staff,76171
456421,Technique Leader,40000
456422,Senior Staff,66897
456423,Senior Staff,82639
456429,Senior Staff,40000
456430,Senior Staff,40000
456435,Engineer,47142
456436,Engineer,42616
456437,Assistant Engineer,56990
456440,Engineer,40000
456441,Staff,59603
456443,Senior Staff,51008
456448,Senior Staff,40000
456451,Technique Leader,49852
456452,Senior Staff,40000
456453,Engineer,75144
456454,Engineer,54601
456456,Staff,81221
456464,Engineer,44292
456465,Senior Staff,58758
456467,Technique Leader,40000
456473,Senior Staff,75954
456476,Engineer,40000
456480,Engineer,40000
456481,Engineer,40000
456487,Senior Staff,68832
456488,Assistant Engineer,40000
456491,Engineer,46757
456499,Senior Staff,48068
456509,Staff,55562
456515,Engineer,49287
456516,Staff,59161
456521,Senior Engineer,40000
456525,Senior Staff,56657
456531,Engineer,40000
456532,Senior Staff,56968
456537,Engineer,40000
456542,Engineer,40000
456552,Staff,65027
456553,Senior Staff,61704
456554,Engineer,46366
456556,Senior Staff,57255
456557,Senior Staff,79642
456558,Technique Leader,48839
456559,Senior Engineer,50153
456560,Engineer,50216
456562,Senior Staff,40000
456565,Assistant Engineer,47459
456569,Senior Engineer,40000
456574,Engineer,55832
456580,Staff,40326
456584,Assistant Engineer,40000
456585,Engineer,49901
456589,Engineer,59012
456592,Staff,78943
456595,Engineer,42172
456599,Senior Staff,40000
456600,Senior Staff,73604
456601,Staff,69068
456602,Staff,40000
456603,Engineer,40000
456605,Engineer,40000
456607,Engineer,48730
456610,Engineer,60943
456614,Engineer,47332
456620,Engineer,54509
456631,Technique Leader,49392
456632,Senior Engineer,53204
456633,Senior Staff,40000
456641,Engineer,40000
456647,Senior Staff,40000
456650,Senior Engineer,51950
456652,Technique Leader,40000
456657,Staff,86823
456659,Engineer,44209
456661,Senior Staff,60206
456663,Senior Staff,58895
456672,Engineer,40000
456675,Senior Staff,40606
456677,Senior Staff,71373
456683,Engineer,40000
456684,Staff,47019
456685,Staff,53350
456686,Senior Staff,42835
456688,Engineer,40000
456691,Staff,40000
456692,Engineer,43335
456702,Senior Staff,41121
456707,Staff,44850
456711,Technique Leader,40000
456712,Senior Staff,50127
456713,Staff,40000
456714,Engineer,40000
456718,Senior Staff,48009
456719,Senior Staff,99039
456720,Senior Engineer,47729
456721,Engineer,56826
456732,Engineer,48685
456736,Senior Staff,40000
456741,Engineer,54360
456744,Engineer,40000
456745,Senior Staff,40775
456751,Senior Staff,73090
456752,Staff,58721
456760,Technique Leader,44601
456761,Engineer,40220
456764,Senior Engineer,40000
456765,Senior Staff,77079
456766,Engineer,95186
456768,Engineer,43427
456769,Engineer,62182
456771,Staff,85934
456772,Senior Engineer,47809
456774,Technique Leader,40000
456780,Engineer,40000
456782,Engineer,40000
456783,Senior Staff,64337
456788,Assistant Engineer,52701
456792,Senior Engineer,40000
456793,Senior Engineer,40000
456797,Engineer,51910
456798,Senior Staff,54408
456801,Engineer,43851
456806,Engineer,48876
456816,Assistant Engineer,59988
456819,Staff,44158
456821,Engineer,40000
456822,Senior Staff,40000
456827,Assistant Engineer,40988
456828,Senior Staff,47042
456831,Senior Staff,68891
456838,Senior Engineer,45731
456839,Engineer,58370
456840,Assistant Engineer,70680
456847,Engineer,40000
456848,Engineer,40000
456851,Senior Engineer,40000
456853,Senior Staff,84230
456857,Engineer,44197
456858,Engineer,40000
456864,Assistant Engineer,40000
456870,Senior Engineer,40000
456871,Engineer,40000
456875,Staff,72847
456876,Senior Staff,59175
456880,Staff,40000
456881,Senior Staff,40000
456885,Engineer,41353
456886,Engineer,46859
456889,Engineer,45619
456891,Senior Staff,71803
456894,Senior Staff,40000
456895,Assistant Engineer,40000
456899,Senior Staff,65313
456900,Senior Staff,67373
456905,Engineer,40000
456906,Assistant Engineer,54096
456910,Senior Staff,50235
456913,Senior Staff,63414
456915,Senior Engineer,49516
456918,Senior Staff,40000
456919,Engineer,47065
456922,Staff,45057
456925,Engineer,41119
456927,Senior Staff,57983
456929,Senior Staff,40000
456930,Staff,56249
456933,Senior Staff,40000
456937,Engineer,42502
456940,Engineer,52787
456941,Senior Staff,59355
456944,Engineer,50455
456947,Engineer,40000
456953,Engineer,40000
456954,Senior Staff,62889
456959,Engineer,57101
456963,Engineer,40287
456964,Engineer,40266
456966,Senior Staff,61174
456970,Staff,48802
456973,Engineer,46365
456974,Staff,60530
456977,Staff,72342
456986,Senior Staff,48221
456989,Engineer,40000
456990,Senior Engineer,40000
456992,Engineer,51633
457005,Engineer,76110
457006,Senior Staff,40000
457007,Staff,44874
457008,Senior Staff,48183
457010,Staff,50819
457014,Senior Staff,55286
457015,Senior Staff,74238
457020,Senior Staff,55766
457028,Staff,40000
457041,Senior Staff,77787
457042,Senior Staff,51306
457044,Senior Engineer,42364
457047,Engineer,54418
457051,Senior Staff,40000
457054,Assistant Engineer,40000
457056,Staff,82637
457059,Senior Staff,62366
457062,Senior Staff,73892
457071,Assistant Engineer,57278
457074,Engineer,45419
457078,Engineer,53907
457085,Senior Staff,47542
457087,Senior Staff,40000
457088,Staff,55888
457089,Engineer,40000
457092,Technique Leader,57120
457093,Staff,69013
457096,Engineer,40000
457103,Senior Staff,40000
457108,Senior Staff,82651
457112,Engineer,74005
457113,Senior Staff,40000
457114,Senior Staff,60457
457115,Engineer,42906
457123,Engineer,40000
457125,Senior Staff,81202
457126,Senior Staff,69110
457131,Staff,40000
457135,Senior Staff,46762
457138,Engineer,62673
457149,Engineer,40000
457154,Staff,65354
457158,Senior Staff,55687
457162,Assistant Engineer,54742
457169,Engineer,42898
457172,Engineer,49265
457173,Engineer,40000
457177,Senior Staff,62513
457184,Senior Staff,49802
457189,Engineer,40000
457191,Assistant Engineer,40000
457196,Senior Staff,40000
457198,Engineer,40000
457199,Senior Staff,51247
457201,Engineer,54338
457202,Senior Staff,52282
457204,Engineer,62804
457206,Senior Engineer,55443
457210,Senior Staff,67751
457219,Senior Engineer,48365
457220,Engineer,66254
457223,Engineer,59165
457224,Senior Staff,80499
457225,Senior Staff,40000
457231,Senior Staff,79645
457237,Engineer,40000
457240,Senior Staff,52637
457242,Engineer,74923
457248,Senior Staff,78732
457254,Engineer,54017
457255,Senior Engineer,40000
457263,Staff,40000
457265,Engineer,40000
457266,Senior Engineer,65171
457267,Engineer,40000
457269,Engineer,40000
457275,Senior Staff,68445
457279,Technique Leader,47310
457282,Staff,63621
457284,Senior Staff,40000
457285,Engineer,40000
457287,Engineer,40000
457291,Senior Engineer,40000
457295,Technique Leader,62924
457299,Assistant Engineer,40000
457310,Engineer,41925
457312,Senior Staff,69805
457314,Engineer,44534
457315,Senior Engineer,40491
457319,Senior Staff,40000
457321,Engineer,68170
457322,Staff,42836
457335,Senior Staff,52182
457345,Engineer,49674
457346,Senior Staff,51715
457348,Engineer,40034
457350,Senior Engineer,40000
457353,Senior Staff,93090
457356,Senior Staff,40000
457360,Senior Staff,78049
457370,Engineer,40000
457371,Engineer,40000
457372,Senior Staff,91391
457377,Senior Staff,97047
457384,Senior Staff,62697
457387,Senior Staff,100983
457389,Staff,55102
457392,Engineer,40000
457393,Engineer,40000
457395,Senior Engineer,40000
457417,Senior Engineer,45678
457422,Senior Staff,50311
457432,Staff,74928
457440,Technique Leader,40000
457441,Engineer,40000
457442,Senior Engineer,45298
457443,Senior Staff,72913
457446,Staff,65483
457450,Senior Staff,40000
457457,Senior Engineer,74922
457458,Senior Engineer,40000
457459,Staff,73699
457461,Engineer,41727
457463,Senior Staff,56394
457465,Engineer,59413
457473,Engineer,40000
457478,Senior Engineer,40000
457479,Staff,77890
457481,Senior Staff,50804
457486,Senior Engineer,40000
457487,Senior Staff,77916
457497,Staff,63433
457502,Senior Engineer,73862
457503,Staff,57621
457505,Senior Staff,40000
457510,Senior Staff,40694
457512,Staff,68956
457513,Senior Staff,40000
457514,Engineer,49867
457519,Staff,40000
457528,Staff,54617
457530,Engineer,41912
457541,Engineer,40000
457544,Engineer,40000
457548,Technique Leader,40000
457550,Staff,75692
457552,Engineer,40000
457554,Senior Engineer,43430
457557,Engineer,40188
457563,Engineer,56293
457564,Senior Staff,56287
457575,Senior Staff,61051
457576,Staff,88778
457577,Staff,62037
457581,Senior Staff,62188
457584,Senior Staff,48957
457587,Engineer,40000
457591,Senior Engineer,40000
457592,Assistant Engineer,66833
457594,Senior Engineer,48334
457597,Engineer,40404
457598,Technique Leader,80429
457599,Engineer,69641
457601,Engineer,40000
457602,Senior Staff,73545
457606,Senior Staff,67984
457612,Staff,74377
457616,Senior Staff,53019
457622,Technique Leader,40000
457624,Senior Staff,40000
457627,Engineer,57420
457631,Engineer,40000
457632,Staff,40000
457636,Senior Staff,58503
457641,Senior Engineer,40000
457643,Engineer,55130
457651,Engineer,40000
457652,Senior Staff,51263
457656,Engineer,41863
457658,Senior Staff,40000
457663,Technique Leader,41036
457667,Senior Staff,53700
457673,Engineer,45772
457674,Senior Staff,42168
457683,Senior Staff,40000
457698,Staff,62252
457701,Senior Staff,65738
457704,Senior Staff,40000
457707,Engineer,52472
457709,Engineer,42106
457713,Senior Staff,40000
457717,Engineer,72551
457722,Senior Engineer,40000
457726,Senior Staff,50237
457730,Engineer,42856
457734,Engineer,62620
457744,Senior Staff,40000
457752,Senior Engineer,50251
457759,Engineer,40000
457762,Senior Staff,40000
457770,Senior Staff,48077
457775,Staff,60968
457787,Senior Engineer,54972
457789,Engineer,63647
457799,Senior Staff,40000
457801,Senior Staff,56267
457802,Senior Staff,56455
457803,Senior Staff,62352
457807,Senior Staff,40000
457811,Senior Engineer,44571
457814,Staff,51784
457821,Senior Staff,82868
457822,Staff,44517
457824,Engineer,52433
457828,Engineer,52498
457835,Engineer,59732
457836,Engineer,51862
457842,Senior Engineer,40000
457846,Senior Staff,77839
457849,Senior Staff,48345
457852,Senior Staff,44844
457853,Engineer,45544
457856,Senior Staff,46926
457859,Engineer,45298
457861,Staff,40000
457862,Engineer,59540
457866,Senior Engineer,44279
457877,Assistant Engineer,40000
457880,Senior Staff,80205
457890,Engineer,40000
457891,Senior Staff,87368
457892,Engineer,40000
457893,Senior Staff,40000
457894,Engineer,55020
457899,Engineer,56935
457900,Senior Staff,45143
457901,Senior Staff,79568
457906,Engineer,64290
457908,Engineer,53615
457911,Engineer,40000
457918,Engineer,40000
457919,Engineer,55629
457924,Senior Staff,44848
457925,Senior Staff,53308
457926,Engineer,40000
457933,Engineer,62792
457937,Senior Engineer,40000
457939,Assistant Engineer,40721
457943,Senior Engineer,40050
457946,Assistant Engineer,40000
457948,Senior Engineer,48378
457964,Engineer,40000
457965,Engineer,40000
457968,Engineer,52341
457970,Technique Leader,40000
457972,Engineer,51270
457973,Senior Staff,92653
457978,Engineer,40000
457982,Technique Leader,40000
457988,Senior Engineer,40222
457990,Senior Engineer,60163
457993,Senior Engineer,40000
457995,Senior Staff,40000
457997,Senior Staff,57146
457999,Assistant Engineer,40000
458000,Staff,88137
458001,Senior Staff,40000
458008,Senior Engineer,40000
458009,Engineer,77374
458012,Engineer,40000
458013,Engineer,40000
458015,Engineer,55796
458017,Senior Staff,55254
458026,Senior Staff,47152
458030,Engineer,43237
458032,Engineer,64006
458034,Senior Staff,40000
458036,Senior Engineer,40909
458040,Senior Staff,60904
458041,Senior Staff,40000
458043,Engineer,40000
458048,Staff,50783
458054,Engineer,40000
458056,Senior Staff,44739
458058,Assistant Engineer,42140
458063,Senior Staff,40787
458071,Staff,40000
458080,Staff,61065
458083,Engineer,48096
458084,Staff,72521
458090,Engineer,40000
458098,Staff,56702
458104,Engineer,40667
458105,Senior Engineer,44581
458106,Senior Staff,62327
458107,Staff,72186
458109,Senior Engineer,40000
458113,Staff,64831
458117,Senior Staff,75205
458129,Engineer,52546
458135,Assistant Engineer,40000
458139,Engineer,40159
458143,Staff,65174
458147,Senior Staff,82713
458162,Technique Leader,40000
458166,Engineer,40000
458172,Engineer,40000
458176,Senior Engineer,57400
458177,Staff,68845
458188,Assistant Engineer,41932
458193,Senior Staff,40000
458196,Technique Leader,51265
458199,Senior Engineer,40000
458203,Engineer,53352
458208,Engineer,40000
458210,Senior Staff,44500
458213,Engineer,55635
458217,Senior Staff,47150
458222,Senior Staff,72125
458223,Assistant Engineer,62441
458225,Senior Staff,85398
458228,Technique Leader,52323
458229,Staff,78031
458231,Engineer,42479
458235,Assistant Engineer,57974
458236,Engineer,65373
458238,Assistant Engineer,40000
458243,Senior Staff,40000
458252,Staff,40000
458256,Staff,60731
458257,Engineer,40000
458259,Engineer,40000
458262,Senior Engineer,40000
458263,Staff,40000
458264,Assistant Engineer,44577
458266,Senior Staff,65009
458267,Senior Staff,79685
458269,Engineer,49538
458277,Senior Staff,112674
458286,Engineer,61856
458288,Engineer,40000
458290,Senior Staff,52128
458294,Staff,47222
458296,Staff,40000
458297,Senior Staff,40000
458298,Technique Leader,56107
458299,Senior Staff,40000
458300,Engineer,49275
458302,Staff,126703
458303,Staff,42395
458305,Engineer,48807
458311,Staff,40473
458321,Engineer,40000
458324,Senior Staff,60669
458326,Engineer,40000
458329,Assistant Engineer,40000
458330,Technique Leader,40000
458340,Staff,40000
458341,Engineer,40000
458347,Engineer,66227
458356,Senior Engineer,41092
458361,Staff,54702
458366,Staff,40000
458372,Senior Staff,86378
458377,Engineer,42154
458384,Staff,44427
458385,Senior Staff,45070
458386,Staff,91307
458388,Staff,59222
458389,Senior Staff,54503
458390,Assistant Engineer,56683
458391,Senior Staff,62194
458392,Engineer,54417
458394,Staff,65901
458395,Senior Staff,43096
458398,Assistant Engineer,40000
458399,Technique Leader,50521
458404,Engineer,40000
458410,Senior Staff,40280
458412,Senior Staff,91777
458414,Senior Staff,65758
458416,Engineer,40000
458417,Senior Engineer,40587
458419,Engineer,40000
458422,Senior Staff,40000
458430,Engineer,40000
458431,Technique Leader,40000
458434,Engineer,57435
458439,Senior Staff,85189
458441,Engineer,40000
458451,Engineer,58879
458452,Senior Staff,71938
458453,Staff,49892
458456,Engineer,40000
458458,Engineer,40000
458463,Engineer,40605
458464,Senior Staff,75172
458465,Senior Engineer,60936
